question,views,posted
Is it worth to pursue MBA in health care management program from this university? What are the opportunities for placements?,126,3 years ago
"I am 12th com student, waiting for results & indecisive. I don't like Banking, CA, Mass media, Accounts field. CAN U SUGGEST ANYTHING FOR ME",38,3 years ago
Does LPU provide scholarship to M.Sc. Horticulture students? How do I prepare for the entrance exam of this course?,21,3 years ago
"Want to BBA airlines and hospitality, which is better LPU or Chitkara or Amity?",65,3 years ago
Is Andhra Pradesh students who studying B.Tech in LPU will get scholarship or not?,76,3 years ago
Is it compulsory to give CAT MAT XAT tests for admission in MBA hospitality and tourism in LPU?,35,3 years ago
Can I take CSE in LPU? Will I be able to get a package of Rs.10 LPA? How is the faculty? I have scored 96% in PCM and 2093 rank in LPUNEST.,106,3 years ago
Can I get admission in LPU with 79.6% in 12th with PCB stream? Can you suggest some courses in science stream with respect to same in LPU?,194,3 years ago
What about Applied Medical Science at LPU?,13,3 years ago
Is Lovely Professional University good for MBA in health care? Please reply the soonest.,11,3 years ago
What about Robotics and Automation at LPU?,15,3 years ago
Is there any scope of bachelor's degree in theatres from LPU?,113,3 years ago
I have done Diploma in civil engineering. What should I do now I am very confused. I think MBA is more productive. Tell what should I do.,8,3 years ago
How is LPU for Biomedical Engineering?,20,3 years ago
What is the fee structure for B.Sc. In forensic Science course in LPU?,14,3 years ago
How is Lovely Professional University for B.Sc. In airlines hospitality and tourism? Review from any senior.,9,3 years ago
Why is the fee more for MBA in LPU and less for BBA+MBA integrated course? What is the difference between them?,13,3 years ago
I made mistakes in my application. How will I be able to correct them?,69,3 years ago
Is LPU worth for PhD?,24,3 years ago
How about MBA in tourism and hospitality? What are the chances of placement? What is the percentile needed?,6,3 years ago
What is the hostel fee in LPU?,8,3 years ago
What about refund or Will I get my money back if I paid Rs.10000/-?,19,3 years ago
Is the computer engineering more hand on in this university? Is there any foreign collaboration?,226,3 years ago
When are the classes expected to commence at LPU?,21,3 years ago
I want to know copyright and patents or industrial experience of LPU faculty esp MBA programme faculty.,57,3 years ago
What is B.Tech fee in LPU?,12,3 years ago
"I am looking for BBA-Airlines Management, Suggest me suitable option out of LPU and CU.",8,3 years ago
Can I go in NASA if I choose aerospace engineering branch in LPU?,24,3 years ago
After civil graduate next which specialisation is good?,7,3 years ago
What is the fee structure in LPU without scholarship for B.Tech in CSE?,56,3 years ago
What are the best study options after B.A. For best salary packages?,7,3 years ago
"I've written UCEED and waiting for result , I need industrial design course at lpu when should I apply,after result or before ?",109,3 years ago
What is the impact of social mobility?,120,3 years ago
"Does LPU provide good placements for B.Sc. In hospitality, airline and tourism?",34,3 years ago
"Which has a better scope among information technology, civil engineering and chemical engineering?",7,3 years ago
Shall I pursue Diploma first and the get admission for B.Tech for automobile? I have scored 58.92% in 12th.,105,3 years ago
"Want to do Eco hons which is best LPU or AMITY noida  LPU offer BSc+MSc eco hons 4 yr proh , amity BA in eco hons",87,3 years ago
Which course among BBA and B.Com is better for high salary? What is the average salary for BBA-MBA and B.Com-MBA?,10,3 years ago
I have scored 95.4% in JEE Paper 2. Can I get a seat in LPU?,173,3 years ago
Does LPU promote Sports and Cultural activities?,71,3 years ago
I want to know copyright and patents or industrial experience of LPU faculty esp MBA programme faculty.,34,3 years ago
In lpu is there any uniform for B Tech CSE?,16,3 years ago
Are the MBA seats available in the B-Schools equal to the number as mentioned on the website or we can switch course after taking admission?,6,3 years ago
How to can I select best branch in B.Tech?,6,3 years ago
I have completed Master degree in Fashion Apparel designing and want to pursue UGC NET exam so which subject should I choose for this exam.,37,3 years ago
Which are the best colleges for B.Tech + MBA integrated course?,10,3 years ago
Which course is better after completing BE (E&TC): MBA IT or regular MBA?,8,3 years ago
Which is the best branch for robotics?,64,3 years ago
"Is M.Tech in cyber security available in LPU? If yes, how to get admission?",174,3 years ago
What is the scope of B.Plan. course? Can I have the course details and fee structure of the same?,120,3 years ago
Which is the best university out of LPU and Symbiosis with credit transfer options in B.Com or BBA programs?,39,3 years ago
Which one is better at LPU between B.Tech (CSE) and integrated B.Tech-M.Tech (CSE)?,83,3 years ago
Can I get admission in LPU for B.A. LL.B. 2nd year?,14,3 years ago
What about BBA -Airlines and aviation course at LPU.,8,3 years ago
I heard LPU has very dynamic Curriculum. What is so special?,55,3 years ago
Can I do Physical Education degree after 12th class? I am a good in sports? Is it available at LPU?,253,3 years ago
How is Public Administration course at LPU?,7,3 years ago
Are hotel management and B.Sc. In hotel management the same courses? Which one is better if I want to become a chef?,12,3 years ago
What is the scope of VFX?,12,3 years ago
Which course is good in programming and coding section among BCA & B.Tech?,8,3 years ago
Does LPU offer BBA in international business management course?,174,3 years ago
Which course has better career option and scope from LPU: BCA or Diploma+B.Tech in CS?,70,3 years ago
"Which one is best after BA (arts) between MBA IT, AUTOMOBILE ENG AND MBA OR MSC IT?",112,3 years ago
"Hi, can someone please tell me that after doing B.Com from LPU can I pursue MBA in aviation management? Is it good for making a career?",24,3 years ago
Is game design in LPU good? What is the qualification for the course?,201,3 years ago
I want to do MPT from LPU? What specializations are available there?,54,3 years ago
How can I get lateral entry admission in this college for B.Tech in mechanical engineering?,261,3 years ago
When can one apply to study at lovely professional university for January (2020) intake if I may ask that way? When do semesters begin?,41,3 years ago
What is semester abroad option at LPU? How can I avail it?,44,3 years ago
What type of college is LPU? Is it good for software engineering?,130,3 years ago
When the process of credit transfer takes place at LPU after 2 years?,13,3 years ago
I am a Diploma student. Do I need to give LPU-NEST exam or I will get admission based on my Diploma marks?,125,3 years ago
What is the fee structure for various courses in LPU?,65,3 years ago
What is the process of taking admission in PG sciences in LPU. Iam waiting for LPU scholarship test.,4,3 years ago
Whose infrastructure is better LPU or Amity in terms of Labs?,209,3 years ago
How is B.Sc. (Medical Lab. Technology) at LPU?,19,3 years ago
How will Teaching and Evaluation be conducted at LPU during COVID 19?,6,3 years ago
What is the validation of B.Sc (Hons.) from LPU?,162,3 years ago
Does LPU provide scholarship to M.Sc horticulture students? How do I prepare for the entrance exam of this course?,186,3 years ago
What are the criteria for semester abroad at LPU also please tell the complete process?,33,3 years ago
How can I get counseling at LPU.,141,3 years ago
I have got 5.2 CGPA in 10th. Can I get admission in Diploma in computer science engineering?,304,3 years ago
Is it necessary to cook non-veg in hotel management courses? If not then can you suggest any of the colleges offering veg degree course?,13,3 years ago
I SEE many people say that LPU continuously upgrades its syllabus? How does it do it? And on what basis.,46,3 years ago
how many intake seats in btech cse for 2020,13,3 years ago
What should I study in 12th to become a chef?,6,3 years ago
I want to become a chef. Which course should I pursue in the hotel management field?,3,3 years ago
Can a student join Masters in foreign university after doing UG programme on credit transfer programme at LPU?,4,3 years ago
"After 12th, if I do B.Com and then hotel management, can I become a chef?",6,3 years ago
I want to take admission in LPU for VFX and film making. What is the fees and scholarship criteria for this course?,6,3 years ago
"If I opt for UG/PG degree credit transfer through LPU, then will my class 12 subjects be considered?",5,3 years ago
What is the fee structure for Indian students in LPU?,125,3 years ago
How is the scope of VFX in India now? Is it diminishing?,10,3 years ago
How is the scope in VFX?,9,3 years ago
What is the scope of VFX in India?,5,3 years ago
I got 94.4% in CBSE 12th and 80 marks in JEE Mains paper 1 and 210 in paper 2. Can I get admission?,242,3 years ago
What is the scope of VFX in India? What is the average salary in this field?,6,3 years ago
What should I do after 12th to become a chef?,3,3 years ago
I have got 545/600. Marks in higher secondary board exam..can I get b.arch admission,91,3 years ago
"After B.Sc. Biotechnology, I am confused in two courses:MSc biotechnology or M.Sc. Forensic Science. Which course is best?",133,3 years ago
How can I get the prospectus?,177,3 years ago
Can PCB student apply for any engineering course?,152,3 years ago
Are Nios degrees valid for taking admission in any private colleges in B.A Hons in Mass communication,206,3 years ago
I had scored 158 in JEE Mains paper 2 and 63% in 12th. Will I get admission in LPU?,70,3 years ago
Can we take internspis during 1st sem,77,3 years ago
How much I have score in NATA to get admission? I got 66.6% in 12th.,142,3 years ago
"I have scored 109 in JEE Mains second paper, I didn't appear for NATA. Can I get a seat in LPU? My second-year score is 72%.",192,3 years ago
I have 71.9 percent in my 12th and I Want to join for planning course. What is the minimum fee structure and will I get a seat in LPU?,74,3 years ago
How much does it cost for 3 year with hostel and tuition fees?,221,3 years ago
"Can I get admission in LPU if I got 76% in 12th,114 in JEE Mains and 74 in NATA qualified?",152,3 years ago
sir/madam i completed my diploma in ece can i eligible to get admission in physical education academy?????,115,3 years ago
Is there any option to make part payment of programme fee at LPU.,70,3 years ago
I SEE many people say that LPU continuously upgrades its syllabus? How does it do it? And on what basis?,123,3 years ago
I'm interested to study in LPU and I have 64% in 12th and 140  in NATA. Can I get a scholarship with my marks in NATA?,225,3 years ago
Sir I'm diploma holder in agriculture engineering with 85% marks can get the lateral entry in food technology,122,3 years ago
what are requirements to sit in placements,23,3 years ago
Can I pursue M.Sc forensic science from LPU with 69% in B.Sc maths? Can you please provide admission details and fee structure of the same?,68,3 years ago
Is the course in Forensic Science and Toxicology at CU good? How is it compared to LPU?,208,3 years ago
I have done M.A. In english and got 60 percent can I apply for B.Ed+m. Ed integrated course.,156,3 years ago
Can I get the details of M.Ed course in LPU?,24,3 years ago
What can I do after completing class 12th from commerce stream?,16,3 years ago
Which is the best university out of LPU and Symbiosis with credit transfer options in B.Com or BBA programs?,19,3 years ago
Is it compulsory to give CAT MAT XAT tests for admission in MBA hospitality and tourism in LPU?,208,3 years ago
Will I get a scholarship? My NATA score is 120.,929,3 years ago
How LPU will progress their academic session during pandemic?,16,3 years ago
I got 194 marks in mains paper 2. I didn't attempt NATA and scored 97% in 12th. Can I get admission?,221,3 years ago
Is it necessary to pay 10k in LPU online admssion ?,112,3 years ago
What is the scope of B. plan?,43,3 years ago
"I've got LPU for CSE but I am from south and I am worrying about the faculty, how would it be?",197,3 years ago
"Hi I think I'll get 67 % in class 12 board exam, what are my chances of getting a seat in LPU Jalandhar for b. planning course?",58,3 years ago
Should I go for BBA IT or integrated MBA from LPU? I passed 12th commerce with information practice from CBSE with 85% marks.,60,3 years ago
Last date for admission in Diploma in computer Science and engineering in lpu.,108,3 years ago
What is the syllabus of MBA in Lovely Professional University?,188,3 years ago
"I need some details regarding admission in LPU University, Punjab. I am looking for B.A. In political Science.",9,3 years ago
"What are the dates, syllabus, pattern of LPU-NEST 2018 for lateral entry admission in B.Tech?",515,3 years ago
I have completed Master degree in Fashion Appearel designing and want to pursue UGC NET exam so which subject should I choose for this exam.,29,3 years ago
Will I be able to write Kerala PSC if I study B.Sc. Agriculture from Lovely Professional University.,830,3 years ago
Fashion design in LPU ka form aa gya h please btaiye?,6,3 years ago
Will the students be allowed for part-time jobs during a credit transfer option from LPU. Is there any assurance of the same?,6,3 years ago
"I have written LPU-NEST 2018, then what next should I do?",139,3 years ago
"After 60,000 scholarship in LPU, what will be my fees in CSE branch?",63,3 years ago
Which university has the best placement among Chandigarh university and LPU for animation?,6,3 years ago
Is there any chance to get admission? Scored 55% in architecture Diploma and scored 85% in NATA 2017. I wish to take admission in LPU.,143,3 years ago
"I am 12th class and I am good at English Literature. Which one is good for me Punjab University, chd or LPU?",12,3 years ago
What is the college timings for Diploma CS branch in LPU?,171,3 years ago
I got 960 marks in intermediate in MPC group from Telangana board. What is the fee structure at LPU (CSE) and how to apply for it?,87,3 years ago
hii my name is yashwanth i want to join in LPU but my seniors are studying in lpu they said alot of drugs and not good at teaching,96,3 years ago
Can I get admission in LPU for any engineering branch? I have got a compartment in maths.,269,3 years ago
What are the career scope of BBA Rural Management. I want to do it from LPU?,20,3 years ago
How can I get my migration certificate from lpu?,123,3 years ago
By UPSEE counseling can I apply for kitjee lpu?,46,3 years ago
How can I score good marks in LPU-NEST exam?,1000,3 years ago
What type of entrance paper will be there? I scored 50% in physics and 50% in math.,376,3 years ago
Is LPU provide any course related to gaming?,14,3 years ago
I'm from PCB group. Can I apply for Diploma in computer science and engineering in LPU?,60,3 years ago
What is the fee structure of LPU including hostel and mess?,71,3 years ago
"I have scored 73 percent in my 12th boards, so can I apply for BPT course at LPU, and is there any compulsion of entrance exam.",13,3 years ago
I have given NATA and waiting for results. Interested only in architecture.,67,3 years ago
What should I choose among CSE and EC? Is LPU better to pursue CSE? I scored 8000 rank in COMEDK.  I'm also among 10% LPUNEST candidates.,215,3 years ago
"Which is the best college to pursue aeronautical engineering, LPU, SRM or UPES?",224,3 years ago
Is LPU provide rural management degree?,15,3 years ago
Is there LEET entry for above course? My exams are in progress for 6th semester of Diploma in civil engineering.,38,3 years ago
"Sir, I want to take admission in LPU for integrated B.Sc+M.Sc program. What is the process to apply for this?",47,3 years ago
What are total no. Of seats in Lpu for Btech in cse,3800,3 years ago
Is there any donation for taking admission in LPU for forensic science? I am from OBC category and qualification is 12th pass.,53,3 years ago
What is the placement percentage and average package offered after completing MA from Lovely Professional University?,44,3 years ago
What is the tuition fee for B.Tech CSE at LPU and its hostel charges?,150,3 years ago
"What is scope of Pharma sector, I don't want to become a Medical representative.",20,3 years ago
"Is there any representatives or contact members of LPU, Jalandhar at Manipur?",151,3 years ago
"LPU offers BBA (Airlines and Airport management), I am very much interested in it. Shall I proceed with LPU or find any other University?",19,3 years ago
I have done B.Sc in CBZ with 70%. Will I get admission in LPU? What is the fee structure for outside Karnataka students?,187,3 years ago
"Is late admission possible? Please, I want to take admission in clinical microbiology at LPU. I got 75% in B.Sc biotechnology.",47,3 years ago
Can you tell me about distance BBA? Can you suggest some good colleges except LPU and SMU?,48,3 years ago
What is the annual fee structure of Lovely Professional University for BBA?,174,3 years ago
Which specializations I can get In M.Tech (Civil Engineering) from LPU?,30,3 years ago
Is LPU provide Ph.D. biotechnology degree?,16,3 years ago
What is the cost of B.Tech agriculture in LPU and for management quota?,30,3 years ago
What is the fee structure for B.Com honors without any hidden charges? Is it worth to take admission in this college for this course?,198,3 years ago
How much will it cost studying Bachelor of designing in LPU?,69,3 years ago
What is the fee structure of B.Pharm in LPU? I have done Diploma in Pharmacy. Will it be considered?,118,3 years ago
"Respected Sir/Mam, can we apply for admission in B.Ed right now?",51,3 years ago
Linux or windows 10 which is better option for CSE students.,313,3 years ago
What is the current scenario of LPU in COVID-19 pandemic? I have taken admission in BBA will LPU start doing classes in anyway?,10,3 years ago
Is LPU a demmed university?,427,3 years ago
What's the average package that I can expect after BBA (IT) from LPU?,42,3 years ago
What is the scope of Nanotechnology?,19,3 years ago
Is LPU provide Ph.D. in Journalism?,18,3 years ago
Is there an office of Lovely Professional University in Kerala for contacting the students?,362,3 years ago
"If my percentage in 10th 77% and 12th 64%, will I get a seat in LPU for b. planning?",100,3 years ago
Can I get admission in this college for B.Sc in LLB programme? I have got 69% marks in class 12th from CBSE board.,186,3 years ago
Is Diploma in engineering course available in LPU? I am looking for a Diploma in computer engineering.,79,3 years ago
Is LPU the best option to pursue B.Tech+MBA?,119,3 years ago
Is admission open for Diploma in business administration?,119,3 years ago
What eligibility from JEE exam in lovely professional University? What is the cutoff from JEE exam in LPU?,68,3 years ago
What is the average cutoff in LPUNEST?,675,3 years ago
How does the famous Curriculum of LPU upgraded continuously? I have heard a lot about it. No other university does that.,24,3 years ago
Can I get certifications of NSE Academy by doing BBA )Financial Markets) course from LPU?,30,3 years ago
What is the fee structure of LPU?,51,3 years ago
"After three years of study gap (after 12th), can we take admission in LPU?",101,3 years ago
Can I take admission in Lovely Professional University for LL.B? I have secured 64% in graduation.,94,3 years ago
How many girls are studying journalism?,158,3 years ago
How can I pursue M.Tech from LPU?,119,3 years ago
How are mentors provided for Ph.D. at LPU? Ph.D. in Management.,29,3 years ago
I'm from Maharashtra and my board of examination is SSC+HSC will I get admission for B.Sc. In hospitality and management in LPU?,108,3 years ago
How much will be the cost overall for studying Diploma in civil engineering including hostel?,97,3 years ago
Can you compare and differentiate between internet and www?,142,3 years ago
"How to apply for MBA( full time) in osmania university,I gave icet exam and I am qualified now I don't know how to get the admission",146,3 years ago
Lpu scholarship on basis of 12th board. ?,128,3 years ago
What is proctored online exam paper introduced at LPU.,51,3 years ago
What are the qualifying marks for lpu university in M.Sc. Plant Science.,40,3 years ago
What should I carry with me at 1st day of b tech CSE CLASS in LPU? Please answer me.,253,3 years ago
In which courses we can take admission in LPU after B.A. Degree?,17,3 years ago
Is LPU giving direct admission in PG (M.Sc)?,101,3 years ago
How about studying MBA in tourism and hospitality from Lovely Professional University?,51,3 years ago
"Sir, I want to take lateral entry in B.Tech(ME) 2nd year in Lucknow and doing my 2nd semester from LPU, Punjab. Can I get admission?",119,3 years ago
What special arrangements LPU has made to support prospective candidates?,82,3 years ago
How is LPU for integrated B.Tech+M.Tech in CSE? Which is the best university for the same?,92,3 years ago
What is the process of taking admission in PG sciences in LPU. Iam waiting for LPU scholarship test.,57,3 years ago
Can I get CU for CSE? What is the placement record and fee structure? How are the hostel facilities? Which college can I join other than CU?,32,3 years ago
"Lpu, dtu, du, galgotias in which college I can take admission with 67 % in board and 71.77 percentile in JEE Main in information technology.",561,3 years ago
"Which one is better in B.Tech among CSE and ME in LPU, Jalandhar?",202,3 years ago
Sir can you tell me how many seats are available in lpu for B.Tech-cse branch?,52,3 years ago
Which course has better career option and scope from LPU: BCA or Diploma+B.Tech in CS?,115,3 years ago
Which is the best MBA specialisation course for me? I am a final year student of B.Com (computers).,161,3 years ago
Which college is better among LPU and CGC for B.Tech in civil or computer science?,146,3 years ago
Can I do PGDCA from LPU? What will be the duration of PGDCA?,7,3 years ago
Can I get admission in LPU for MBA in tourism and hospitality after completing BBA with 54% marks?,201,3 years ago
I have completed my 3 year (IT) professional course from NIIT so I want to do graduation from LPU. I want to enroll in BSC (IT).,77,3 years ago
How is LPU for M.Tech in IT in terms of placement? How much package can be expected for the same?,78,3 years ago
I have done my Diploma from Wiz Institute Delhi? Looking for B.Tech Lateral Entry at LPU?,11,3 years ago
What is scope of Medical Lab Technology? I am seeking admission in Punjab only.,19,3 years ago
What is the pattern of Ph.D. Part time at LPU?,14,3 years ago
"My profile: 10th-54%, 12th-82% and B.Com(Hons.)-51%. Am I eligible to get admission in LPU?",93,3 years ago
Can I get admission in LPU for B.A LL.B 2nd year?,89,3 years ago
How is LPU for B.Sc?,180,3 years ago
How many terms are there in MBA at LPU.,33,3 years ago
What is the criteria to apply for B.Sc?,68,3 years ago
Have any unit of LPU in Mohali Chandigarh?,3,3 years ago
Can I get admission in LPU for B.Tech CSE with 4012 rank in LPUNEST-2017?,197,3 years ago
Is direct admission through lateral entry in Lovely Professional University for B.Tech in civil engineering possible or not?,271,3 years ago
"Which university is best for Diploma in computer science: Lovely Professional University or Sri Ram Swaroop Memorial University, Lucknow?",113,3 years ago
I get 207 in JEE Main paper 2 and expecting 80 above in NATA. I have score 80% in CBSE board. Will I any scholarship and how much?,166,3 years ago
Can JEE Mains paper 2 (B.Arch.) qualified students get any scholarship?,293,3 years ago
Is placement under LPU for M.Sc food science and technology guaranteed?,599,3 years ago
"What should I prefer among LPU, CU and a local government degree college for BBA/B.Com? I want to pursue MBA further.",132,3 years ago
"Hi, can you please send me the complete details of M.Sc forensic science in LPU, Punjab along with its entrance test?",86,3 years ago
Can anyone please provide me any information with regard to M.Sc in food science and technology at LPU?,125,3 years ago
Starting salary for architecture in lpu.,65,3 years ago
"Can I get the contact details of LPU, Delhi Campus?",124,3 years ago
What are the hostel charges?,224,7 years ago
How can I get admission in LPU for Diploma in engineering (lateral entry)? I have scored 80% in 10th with 80% in maths and 82% in science.,127,3 years ago
"I did commerce with maths, can I do graduation in planning or B.Arch from LPU. What is Eligibility criteria?",17,3 years ago
Can I get admission in LPU in the month of June? I have qualified LPU for CSE.,60,3 years ago
Which university is better amongst LPU and DAV to pursue B.Tech in IT?,432,3 years ago
Can you send me the link to search better colleges based on my rank and less fee.,125,3 years ago
What is the scholarship details for disability person offering by lpu give full details?,22,3 years ago
What is the scope of pursuing electronics and computer engineering from LPU? What is the difference between CSE and electronics with CSE?,86,3 years ago
Should I opt for BBA (general) or pursue BBA (Hons)?,119,3 years ago
How can I prepare for LPUNEST? I am going to complete my Diploma in EEE in 2018.,170,3 years ago
"Is LPU, Connaught place good for Diploma after 10th in automobile engineering?",96,3 years ago
Sir I am unable to check the result of LPU.,69,3 years ago
Is lpu is good for b.tech(lateral ) in mechanical engineering?,88,3 years ago
Am I eligible to get Btech in CSE in LPU as I have scored 224 marks in lpunest 2019 exam?,58,3 years ago
"Which course should I opt for in LPU to get a good job abroad, IT or finance?",84,3 years ago
Is it a good choice to pursue integrated B.Tech (CSE) from LPU?,122,3 years ago
Can I get a good job abroad after completing UG from LPU?,53,3 years ago
What would be my Career ahead. If I am B.Arch passed out from LPU?,11,3 years ago
Which MBA specialisation is better: SCM or retail? Is it good to pursue the same from LPU?,134,3 years ago
Which is the best university for pursuing B. Pharmacy. - CU or LPU?,175,3 years ago
Can students with a commerce stream apply for LPU scholarships?,86,3 years ago
"Which university is better for the course UITHM Tourism, Chandigarh University, or LPU?",141,3 years ago
"Which college is best in term of ROI And Placement forPGDM - Jaipuria Noida, LPU, or IILM?",146,3 years ago
Diplima to degree avilable??,64,3 years ago
"Which university is better for B.E. (CSE) course, Chandigarh University or LPU?",166,3 years ago
Fees of B.Ed in LPU Delhi.,32,3 years ago
Can I get Admission in B.Sc. Passed from Jharkhand board.,46,3 years ago
I want to ask about last date of form submission for B.Sc(Hons.) in forensic science .I also want to know about admission procedure.,181,3 years ago
