question,views,posted
Should I opt for B.Tech in CSE in LPU or appear for JEE Mains again next year?,53,2 years ago
Can I pursue B.Tech in computer science and engineering from Lovely Professional University?,148,2 years ago
Should I drop this year or take admission in LPU for pursuing B.Tech in civil engineering?,411,2 years ago
How was your experience in LPU? Should I join or not?,55,2 years ago
What are the job opportunities and how about the placement ratio of biotechnology in LPU?,281,2 years ago
How to apply for mass communication admission in LPU? When will admission open?,318,2 years ago
How many students are presently studying B.Sc nutrition and dietetics in Lovely Professional University?,85,2 years ago
What is the fee structure of B.Tech in KIIT and LPU? Can I get a scholarship for B.Tech?,123,2 years ago
What is the hostel and mess expenses of LPU?,10,2 years ago
If someone first time scored 61% in class 12th after given improvement exam they scored 90%.. .,180,2 years ago
How about M.A. Economics from LPU?,14,2 years ago
How can I get admission in LPU for Ph.D in physics?,99,2 years ago
Will LPU student who has completed BBA+MBA 4 years course eligible for IBPS government exam?,222,2 years ago
Can I apply for any government job after doing B.Tech in civil engineering from LPU?,81,2 years ago
"I have taken Admission in BBA in LPU but they do not have NAAC accreditation, will this make any bad affect on my degree?",87,2 years ago
"Which gives better placement in CSE, LPU or KIIT?",234,2 years ago
Should I pursue BBA from Lovely Professional University? Is it good for this course?,451,2 years ago
Which college should I join: LPU or DIT?,146,2 years ago
What should be percentage in 11th and 12th class in commerce to join the B.Sc. Game design in LPU University.,79,2 years ago
Which college is better for B.Tech among LPU-Jalandhar and Poornima University-Jaipur?,355,2 years ago
Which university is better among Chandigarh University and Lovely Professional University?,182,2 years ago
Is there any BBA international business in Lovely Professional University?,259,2 years ago
Is there LPU college for pharmacy in Delhi-NCR?,152,2 years ago
Can I get admission in LPU to pursue B.Tech through lateral entry?,172,2 years ago
Which one is better for CSE: LPU or New Horizon? I am from Nepal and wanted to know about these colleges.,422,2 years ago
Which university is best for journalism between LPU and MSU.,12,2 years ago
Which college should I join?,35,2 years ago
How are the placements records for aerospace engineering students?,133,2 years ago
Which is best for B.A. LL.B. Lpu amity Noida or sharda university.,22,2 years ago
How is Hotel Management course at Lovely Professional University?,176,2 years ago
When will the admission process begin in LPU?,163,2 years ago
Is LPU good for B.Sc. (Hons) Agriculture?,90,2 years ago
How to get admission in this college without paying fees through online mode?,104,2 years ago
Is LPU AICT approved or not?,173,2 years ago
I want to know about the latest cutoff information for M.Sc. In Agriculture (Agronomy) at LPU Jalandhar?,4,2 years ago
Which college is best to do civil engineering LPU or Chitkara University?,501,2 years ago
"Which is the best college for civil engineering among LPU, CGC, CU and Manav Rachna university?",259,2 years ago
Which are the various foreign universities with LPU has a tie up?,78,2 years ago
Is it real that LPU offers good infrastructure for overall development of a student?,75,2 years ago
"Which is a better college for B.Tech in CSE from among LPU, Veltech, BITS, VITEE, IIMT and all other private colleges?",1000,2 years ago
Can I get admission in a good government college in any state counselling or shall I go with LPU? I have got 88055 general rank in JEE Main,76,2 years ago
Which university is better among LPU and Nirma in terms of placement?,62,2 years ago
Which university is having good placements of MBA programme LPU or AMITY?,58,2 years ago
Which is better for CSE: LPU or NIT Srinagar/Manipur/Meghalaya or Sikkim Agartala?,562,2 years ago
Which college is better among LPU and UPES?,314,2 years ago
i got 85% in class 12 exam and my jee percentile is 88.8% Can i get admission,73,2 years ago
Which is better for B.Tech LPU or any government university?,171,2 years ago
Does LPU conduct its 2021 batch online only?,57,2 years ago
"Which is the best university for B.Tech among LPU and SRM, Ghaziabad?",741,2 years ago
"Which is best among SVU, Bharat Tamilnadu, LPU for mechanical engineering?",232,2 years ago
"Which college is better among Amarpali, IHM Hamirpur and LPU for BHM?",266,2 years ago
Which college should I prefer between LPU and Amity for pursuing B.Sc and M.Sc in biotechnology?,61,2 years ago
What is better for aerospace engineering ? Mit pune or lpu.,144,2 years ago
Can I still apply for LPU-NEST? Will I get any scholarship on the basis of my board mark? Please read the additional details.,168,2 years ago
Lovely professional University provide non math BCA course.,439,2 years ago
What is the average placement record for MBA in LPU? Which specialisation is better in MBA among marketing and tourism & hospitality?,61,2 years ago
Does LPU offer any single girl child scholarship?,484,2 years ago
What is the highest salary package for MBA IT?,156,2 years ago
I want to become IAS.I got 80k rank in srm;2k rank in lpu ;20k rank in gitam.Shall I go in management in srm or rather go to lpu or gitam.,477,2 years ago
Can I get into LPU for a Bachelor's degree in CSE without giving the entrance exams if I score 80% or above in CBSE?,34,2 years ago
Is LPU best for CSE?,22,2 years ago
"What is the admission procedure in LPU, Jalandhar for integrated course BBA+MBA?",41,2 years ago
How can my daughter study B.Arch in Amity University and LPU? She has scored 64.8% in class 12th and expecting more than 80 marks in NATA.,40,2 years ago
Which is better plu or ramrao adik institute of technology,244,2 years ago
Is lpu  will be good for placement in good companies,431,2 years ago
"Which college among these would be best in order for MCA: SRM, LPU, Amity or Kolkata?",535,2 years ago
If I qualify JEE and LPU-NEST will I get Rs 3 lakhs from Lovely Professional University?,675,2 years ago
I am confused between BPA(MUSIC) vs BA(MUSIC). I want to pursue one of these as distance learning course and I am considering LPU for that.,482,2 years ago
Should compulsory write LPU NEST or u can consider JEE Mains.,287,2 years ago
I'm in a great confusion what to choose bw klu and lpu.,273,2 years ago
"Which college should I go for among SRM, VIT, Manipal and LPU? Which college offers good placements?",619,2 years ago
Does LPU have a nonveg mess facility?,1200,2 years ago
Is LPU faculty highly qualified as compared to other colleges?,426,2 years ago
Will this college get ICAR approval or not?,257,2 years ago
Is there any scholarship based on JEE Advanced rank in lpu.,232,2 years ago
"Which is a better college for  B.Tech among SRM-Delhi or Chennai, LPU and JECRC-Jaipur?",324,2 years ago
"Hi, can you please give me a complete details about Diploma in counselling psychology in lpu, it's admission process and all.",15,2 years ago
Is there an international college transfer programme for mechatronics in LPU?,58,2 years ago
How much marks do I need to get in JEE to get a seat in LPU?,216,2 years ago
"I am looking for placement abroad and planning to Join MBA from LPU, is the right decision for me?",52,2 years ago
"In LPU, after B.Sc physics, how are the placements?",100,2 years ago
What are some helpful tips for students starting their first year at LPU?,14,2 years ago
Which MBA school will be better for me: LM Thapar School of Management or LPU?,6,2 years ago
How is Lovely Professional University for Chemistry courses.,6,2 years ago
Is LPU University good for BPA in Music?,41,2 years ago
Is it worth to take admission in LPU?,25,2 years ago
Can I get admission in LPU with 152 marks in JEE Mains?,94,2 years ago
How is fashion design programme in LPU? Does it have infrastructure for running this programme?,34,2 years ago
Can I get admission in LPU for fashion design? I have 63% in 12th.,279,2 years ago
I completed my 12th last year. Can you suggest a course for fashion designing and how to pursue it?,50,2 years ago
confused between( ba economics hons) in Amity noida or (bsc economics hons ) in LPU best according to 1.course 2.enviroment 3 teachers,38,2 years ago
"Which is the best for B.Tech and why- ITM University, Gwalior or Lovely Professional University?",441,2 years ago
Can I get good salary package as compared to my friends after completing CSE from LPU?,162,2 years ago
Which one is better: Amity or LPU?,21,2 years ago
Fashion design in LPU ka form aa gya h please btaiye.,219,2 years ago
After the aviation course will we get the job offers in the university campus interviews,12,2 years ago
"Which is a better private college among LPU and SRM, Manipal?",74,2 years ago
Are the admission form still open? I'm currently studying in 12th CBSE and want to apply. Am I late?,31,2 years ago
After taking admission in lpu by paying the semestar and residence fees by taking study loan. Is it possible to refund the money?,122,2 years ago
"Kindly help which university is better for B.Tech programme LPU, VIT and AMITY?",55,2 years ago
What qualities make LPU different from other colleges?,201,2 years ago
I am confused in deciding lpu Jalandhar and srm Chennai for B.Tech CSE honours which is good among both.,51,2 years ago
"i got 70.20 in 1st term ?And 2nd term mein 73.80%,3rd term 63.00%, 4th term 66.60% hai .pls help me to find kitne mein se kitne marks hai",9,2 years ago
"Which one is better among CSE from LPU and ECE from Siddaganga Institute of Technology, Tumkur?",279,2 years ago
Which one is better among Galgotias University and Lovely Professional University?,84,2 years ago
Does this college take lateral entry for automobile engineering?,24,2 years ago
How can I join now? I have completed my 12th. And interested in hotel management. Are there any exams to get entry?,45,2 years ago
Which one is better for BBA programme Galgotias University or Lovely Professional University.,79,2 years ago
What is the placement record for CSE? How is the faculty?,72,2 years ago
"If my overall 12th percentage is 65% in cbse board with pcm, will I be eligible to apply for b. tech?",366,2 years ago
"Which is better to pursue B.Tech among ITM University , Rawal Institution and Lovely Professional University?",389,2 years ago
Am I eligible to get admission in this university for interior designing course? I didn't have maths in class 12th.,309,2 years ago
Is LPU the best college for CSE?,61,2 years ago
Is LPU good for hotel management in terms of placement?,87,2 years ago
Is LPU the best for computer Science engineering?,66,2 years ago
Which is better for can lpu or sastra,125,2 years ago
How is an MBA with Talented better at LPU?,61,2 years ago
Is LPU good for B.Tech CSE? I couldn't qualify for JEE Mains.,26,2 years ago
How are the studies & placements at LPU if CSE is pursued?,13,2 years ago
"Which one is better for BBA among Chandigarh University, LPU and Amity University?",62,2 years ago
"Which college among LPU and National P. G. College, Lucknow is the best to pursue BCA and why?",122,2 years ago
How much do I need to score in boards to take admission in LPU via management quota?,126,2 years ago
Which university should I choose for hotel management among SRM and LPU? Which campus of SRM is best for hotel management?,462,2 years ago
Is it true that there is a different culture in this college and students take drugs?,77,2 years ago
How is an MBA with Talented better at LPU?,33,2 years ago
Does Lovely Professional University offers B.J. M. C. course? How is the placement?,24,2 years ago
"Whose hostel facilities are better LPU, Amity or SRM?",106,2 years ago
REGARDING ELIGIBILITY of BSC Agriculture LPU,105,2 years ago
"Which is the best option among SRM-Chennai, Amity University-Noida, LPU and VIT for CS?",161,2 years ago
How is life doing B.Com.,34,2 years ago
Which one should I choose between Manav Rachna and LPU?,30,2 years ago
Does Google recruit engineers from LPU or CU?,150,2 years ago
Am I eligible for B.Com (Honours) in 12th commerce without maths?,59,2 years ago
"Which is the best college for BBA among LPU and Prestige, Indore?",212,2 years ago
What additional you get when you join LPU apart from classroom learning?,18,2 years ago
Is lpu university take interview for admission in B.Tech CSE.,61,2 years ago
"Which is a better college to pursue B.Tech, SRM or LPU?",363,2 years ago
How about Performing Arts course at LPU?,21,2 years ago
"I have 3 year gap after 12th, can I apply for BBA in LPU? I have 86.4 marks in 12th from UP board.",382,2 years ago
Does LPU need work experience to join MBA?,84,2 years ago
Is it worth to pursue B.Tech from LPU? How can I get admission in this college?,126,2 years ago
Will I be eligible to apply in Lovely Professional University with 50% (PCM) in class 12th?,57,2 years ago
"Which university is better for MBA among lPU and Amity University, Noida ?",1900,2 years ago
Hoew can we apply for Migration in LPU?,31,2 years ago
How are the placements of B.Tech biotechnology at LPU?,35,2 years ago
Which exam are taken to get admission in IIT and LPU for B.tech ?,76,2 years ago
How about B.Tech CSE from Venkateshwara or LPU?,34,2 years ago
Which college is best for MBA LPU or Amity un term of placement as well as ROI.,25,2 years ago
I secured 45% in my graduation. Can I get admission in LPU or other universities for MBA?,94,2 years ago
Should I prefer LPU over Amity-Noida for engineering in Computer Science? Kindly advise.,115,2 years ago
How many minimum marks are required to get admission in LPU? I belong to OBC (outside Delhi) category?,120,2 years ago
"Why is this college not there in MHRD and NIRF ranking, though LPU has best campus, facilities, faculties and placements?",2700,2 years ago
Is there B.Sc. Animation and gaming in LPU?,120,2 years ago
Is it a good choice to pursue B.Sc.  From LPU? What is the scope of B.Sc.  .,14,2 years ago
How is the question pattern for LPU NEST in B.A. In journalism and mass communication.,156,2 years ago
"Which college should I go for B.Tech CSE? I am confused between LPU, Amity and Graphic Era.",26,2 years ago
"How many time do I have to take addmition in MBA from a private college I mean when will addmition end on those college like lpu, ndim",46,2 years ago
Which college is better for a B.A. LL.B. LPU or Chandigarh University?,25,2 years ago
Is LPU good for hotel management or Chandigarh University in terms of placement?,36,2 years ago
"How is this college in terms of facilities, placements, faculty and security?",80,2 years ago
Can i interchange the universities from Bangalore University to LPU?,130,2 years ago
When will the batch of B.Sc in agriculture commence this year?,153,2 years ago
Is it a good choice to pursue Diploma and B.Tech in mechanical engineering from LPU? Does LPU provide 100 percent placement?,375,2 years ago
Is LPU the best university?,335,2 years ago
What are the scholarship options available in LPU apart from academics?,17,2 years ago
Can I get an admission in this University. Because of this lock down I didn't got my results Cause I can't submit my results.,63,2 years ago
Is it worth to take CS branch?,76,2 years ago
"If I have scored 91.8% in 12th, can I get scholarship for MBA in LPU?",89,2 years ago
I am a little bit confused whether to choose B.Sc agriculture or B.Sc microbiology. Can you please help me out?,96,2 years ago
Is Mittal school of business a part of lpu or its totally different?,202,2 years ago
"How can I get admission for B.Sc in agriculture? My class 12th CBSE result will be declared on 21 May, 2016.",100,2 years ago
Tell something about university Hospital at LPU?,21,2 years ago
How to apply for refund in LPU.,634,2 years ago
Which is the last date for the admission? Is it compulsory to give the LPU entrance exam?,121,2 years ago
"For B.tech CSE, which university should I choose among Amity Noida, LPU and Sharda University?",181,2 years ago
Is there any transport facility for day scholars?,62,2 years ago
How can I apply for education loan in Lovely professional university?,536,2 years ago
"For B.Tech CSE which university should I choose among Amity Noida, LPU and Sharda University?",535,2 years ago
Why bba+MBA integrated  course in Lou is of 4 years whereas other university like Doon business school  has of 5 years.,85,2 years ago
Hlo....iam kusuma studying bsc agriculture in ug clg.....how can get seat to do MSc in agronomy...wt is the fee structure..,76,2 years ago
Which is a better option among LPU and PDPU for petroleum engineering?,311,2 years ago
Hii i am akshay nd i passed bsc agriculture  With 58% can we apply for admission,96,2 years ago
What is the fee for B.Com in the LPU University?,169,2 years ago
Will I be able to apply for government jobs after completing part-time M.Tech in CSE from LPU? Should I go for this course or not?,185,2 years ago
How is LPU for paramedical sciences?,15,2 years ago
How is this university in terms of campus life?,90,2 years ago
"Is doing aerospace engineering form LPU, Punjab good?",108,2 years ago
My MAT Feb scores composite 663 and 87.32% which colleges can I apply and will I get scholarship.?,383,2 years ago
What is main entrance ofir M.Sc. And I am B.Sc. (CBZ) student can I do M.Sc. Agriculture in lpu.,13,2 years ago
Which one should I prefer for a BBA: Lovely Professional University or Avinash College Of Commerce and why?,205,2 years ago
"Which one is better for CSE among MS Engineering College, Bangalore and LPU?",34,2 years ago
Should I opt english (Hons) in BHU or pursue B.Tech in biotechnology in LPU?,199,2 years ago
What is the fees per annum for integrated BBA+MBA course?,210,2 years ago
What is Higher Scholarship at LPU?,30,2 years ago
Are there any placement after pursuing B.Sc. Food technology from lpu?,37,2 years ago
Is BBA+MBA 4 year a graduate course or a post graduate course?,279,2 years ago
Is LPU a good choice for engineering?,213,2 years ago
Is it worth to pursue my studies form this college? I scored 84% in my board exams.,548,2 years ago
Is there any placement for clinical psychology students in LPU?,56,2 years ago
Is M.Tech CSE part-time affiliated to UGC and valid for government jobs in Haryana?,174,2 years ago
Is LPU University good for CSE branch? Does it have good placements?,412,2 years ago
How is Lovely Professional University for BE or B.Tech programmes?,53,2 years ago
What are the minors in B.A journalism and mass communication? What are the timings of classes?,182,2 years ago
What is the highest package offered to LPU in 2019??,26,2 years ago
"Which is the best university to pursue B.Tech, LPU, Sharda or Chandigarh University?",168,2 years ago
"Should I pursue B.Tech in CSE from IPU's Northern, Amity or JIMS or from LPU?",240,2 years ago
Which is best between Shardha University and Lovely Professional University for BBA in entrepreneurship management?,107,2 years ago
"If I work hard, how much is it possible to get 90% marks as I want to study abroad? I'm looking for BBA. I'm an ordinary student.",105,2 years ago
What's the average fees of B.Com in LPU (Lovely Professional University)?,162,2 years ago
Can I apply in LPU for MBA and what is the last date?  I got 56% in B.Com and 55 percentile in CAT.,416,2 years ago
How is LPU in terms of placement for MBA? Does it provide internships?,364,2 years ago
Is there any placement for clinical psychology students?,229,2 years ago
How is Lovely Professional University?,251,2 years ago
Is LPU good for pursuing B.Tech in ECE? What about the placements?,279,2 years ago
Is LPU good to pursue mechanical engineering without appearing for GATE?,93,2 years ago
What is the placement in LPU for B.Sc. In Gaming Design.,45,2 years ago
Which college is better for MBA hospital management among LPU and IIHMR?,459,2 years ago
"Which college is best VIT, Bhopal or LPU? I got 115121 rank in VITEEE and 3592 in LPU-NEST.",231,2 years ago
Why there is no ranking for this college,21,2 years ago
I got 73% marks in 12th and 40 in JEE. Can I get admission in LPU for B.Tech?,111,2 years ago
Should I opt for Diploma in CSE in LPU or pursue B.Tech in CSE from KITM?,104,2 years ago
What is the average package that a civil engineer gets in LPU?,151,2 years ago
How about B.Sc. Forensic Science from LPU? Suggest me suitable option VIT or LPU.,30,2 years ago
Is life at LPU is more hectic?,71,2 years ago
Can I know the subject details of B.Tech biotechnology from LPU.,146,2 years ago
Is lpu a good university for pursuing mba?,636,2 years ago
Is it worth to join LPU? There are so many rumors about LPU. I have scored 2000 rank in LPUNEST.,217,2 years ago
Is it worth to pursue B.Tech in CSE program from this college?,55,2 years ago
Is Lovely Professional University good for B.Com degree?,203,2 years ago
Should I pursue B.Tech from LPU as I have read many positive as well as negative reviews about LPU?,137,2 years ago
Which college is better vit Bhopal or lpu.,417,2 years ago
How about MBA course at Ashoka University or LPU? Which one should I choose.,50,2 years ago
"Which is the best college for pursuing BCA, National PG College or LPU?",316,2 years ago
Is it worth to pursue BBA in finance from LPU? I am a student of commerce stream.,228,2 years ago
Will I get a placement after completing MBA from LPU?,71,2 years ago
Does LPU provide Scholarships to students? I have financial issue?,162,2 years ago
Can I get admission? I have not appeared for any entrance exam.,360,2 years ago
What is the average monthly salary that one can get if he/she wishes to pursue a part-time job from LPU during the academic session?,180,2 years ago
Which university is better for CSE among DU and LPU?,244,2 years ago
How can I apply online to get admission for B.Sc agriculture? Do I have to appear for any entrance exam?,112,2 years ago
Which one is good for CSE among Golgotias University and LPU?,201,2 years ago
Is this course approved by UGC?,100,2 years ago
Which is the best college for B.Com among LPU and SRM?,144,2 years ago
How can I get admission in Lovely Professional University for computer science engineering?,434,2 years ago
I am from West Bengal so don't know much about LPU will it be a better choice for pursuing B.Tech CSE than from a private college in WB?,107,2 years ago
Is direct single pg degree valid after 12th ?,55,2 years ago
Sir please tell me how many fees for 2year course of m. Sc in agriculture (agronomy),60,2 years ago
How much percentage do I need to get into this college for B.Tech EE after completing Diploma in electrical? I belong to SC category.,212,2 years ago
Which is better for B.Tech in CSE: LPU or JECRC?,35,2 years ago
What is the eligibility to join MBA at LPU in 2021 admission session?,54,2 years ago
How is the weather condition in the city where LPU is located? What kind of clothes should I carry with me while joining the campus?,619,2 years ago
"Which is a better university to pursue BBA, Amity University-Jaipur or LPU?",389,2 years ago
Does LPU offer B.Pharma Ayurveda?,35,2 years ago
Can I get admission for BBA + LLB? I have scored 75% in class 12th and 80 percentile in LSAT.,187,2 years ago
What is the highest package that students of ECE have got in LPU? How is its placement overall?,1200,2 years ago
"How is Jalpaiguri Law College, Kolkata and LPU, Punjab for 3 years LLB course?",238,2 years ago
Is LPU a good college to pursue B.Com? Is there any better college than LPU to pursue B.Com?,61,2 years ago
Can I join BBA international business? I have passed 12th with 57% from CBSE board.,77,2 years ago
"Which course should I opt for in LPU, B.Sc in agriculture or B.Pharm?",156,2 years ago
Which one is best for MBA: Doon Business School or LPU?,184,2 years ago
"Which is the best college for pursuing B.Tech in ECE among DDU Nandiad, GEC Bharuch and Lovely Professional University?",152,2 years ago
Which is best college through COMEDK LPU or Sai Vidya Institute?,144,2 years ago
Which college is better for B.Tech CSE among Chitkara and LPU? I have got 83% in 12th.,118,2 years ago
Is it a good choice to pursue integrated MBA (BBA+MBA) from LPU? Which are other good colleges for the same?,350,2 years ago
How is LPU for pursuing MBA?,68,2 years ago
Where can I get the previous year question papers of M.Sc microbiology entrance exam of LPU?,398,2 years ago
Is LPU best than the private colleges of Mumbai and Pune?,285,2 years ago
What is the intake at LPU for BBA? What is the placement record?,644,2 years ago
Is choosing B.A. LL.B. From LPU a good option?,113,2 years ago
"Which college is best between LPU and ECB college, Bikaner and why?",216,2 years ago
"Which institute is better for BBA among LPU, Jalandhar and Prestige, Indore?",289,2 years ago
What is better: B.Tech civil engineering at IIT Delhi or computer science engineering at Lovely Professional Institute?,346,2 years ago
Is B.Sc. Agriculture course of LPU ICAR approved at present?,182,2 years ago
hello i'm Mounica..i have completed my B.Sc and plannin for M.Sc in LPU.. Is there will be any reduction in fee if we pass the entrance exam,16,2 years ago
Which college should I join: LPU or DIT?,20,2 years ago
Is it worth to pursue CSE from LPU?,119,2 years ago
"Which college should I go for B.Tech CSE? I am confused between LPU, Amity and Graphic Era.",391,2 years ago
Is automobile engineering okay in LPU?,225,2 years ago
Which university is best for journalism between LPU and MSU.,45,2 years ago
How is it to pursue B.Sc in economics from LPU?,40,2 years ago
Which is better for B.J. M. C. banasthali vidyapith or lpu?,88,2 years ago
What is the placement record?,227,2 years ago
In which college can I get admission for B.Sc physics(Hons.)? I scored 368 out of 500 and 73.6% in 12th from CBSE board.,187,2 years ago
How is LPU for ECE in terms of placement?,73,2 years ago
Which is better for B.J. M. C. banasthali vidyapith or lpu?,22,2 years ago
How is LPU for BCA programme?,199,2 years ago
Does this college have any geospatial technology course in agriculture?,35,2 years ago
"Which is better for MBA among LPU Punjab, NSB Bangalore, BIMS Bangalore, Adarsh Group of Institutions & AIMIT Bangalore?",246,2 years ago
LPU is best for CSE group or not?,188,2 years ago
I just want to ask that if I can pursue mass communication from LPU? Will I get a good job with a high salary?,120,2 years ago
I am B.Sc 3rd year student and want to pursue M.Sc in agriculture. Am I eligible for M.Sc in agriculture? What is the syllabus?,142,2 years ago
Is LPU good for fashion designing?,91,2 years ago
How good is LPU for mechanical engineering?,55,2 years ago
Is LPU a good option for hotel management course?,151,2 years ago
"Which one is the best university, LPU, Chandigarh University, or Parul University?",276,2 years ago
"IS VIT better than manipal, srm, lpu?",41,2 years ago
Which college is worth joining for BA-LLB (Honsour)- LPU or SRM?,154,2 years ago
Admission procedure for LPU UNIVERSITY.,66,2 years ago
What is the last date to submit the application form? I want to pursue agricultural B.Sc from Lovely Professional University.,102,2 years ago
Is it a good idea to do MBA from Lovely Professional University? Can I get a job abroad after MBA from this university?,163,2 years ago
"Which college is better among VIT, Pune and LPU?",97,2 years ago
"Which is a better college to pursue B.Tech, LPU or Jaypee, Noida?",274,2 years ago
What is the admission procedure for BBA in LPU (granted you fulfill the eligibility criteria)?,20,2 years ago
What is the application form date for BCA?,309,2 years ago
"I got admission in LPU for CSE branch. Can I get a college better than this college in North India? If yes, can you name such colleges?",142,2 years ago
Is LPU a good university?,78,2 years ago
"Which is a better college to pursue B.Tech, among new IIIT, LPU, LNMIIT, VIT, SRM and Nirma University?",32,2 years ago
Is LPU the right option for CSE?,256,2 years ago
Which is the best college for BBA among Amity-Jaipur and LPU?,296,2 years ago
Im going to B.Tech. CSE in lpu. What should I carry along with me on first day of my college. And how I should interact with the students.,140,2 years ago
Which university is better in terms of placement LPU or Chandigarh University?,130,2 years ago
"Which is the best college for B.Tech among CV Raman, Kalinga and LPU?",56,2 years ago
Can I go for higher studies after completing this course? Is this valuable? Difference between 4 years integrated & doing MBA after BBA?,86,2 years ago
Which college is best for MBA LPU or Amity un term of placement as well as ROI.,216,2 years ago
Do banks provide finance to study MBA in LPU?,38,2 years ago
Is it good to pursue BCA from Lovely Professional University?,26,2 years ago
Can you provide some information?,56,2 years ago
Which is the best college for MBA among Taxila and LPU?,363,2 years ago
I am interested in civil engineering at LPU? Hows is the placements?,20,2 years ago
Which college is better Kanya Maha Vidyalaya or LPU?,110,2 years ago
How is LPU for BCA. Honest answer?,41,2 years ago
Can I get admission in LPU for B.Sc in agriculture after completing 12th with 62.8% with PCM?,168,2 years ago
How to take admission in Lovely Professional University for B.A. Journalism? I am from Hyderabad.,26,2 years ago
Can I get admission in LPU on the basis of 12th marks?,230,2 years ago
What is the placement record?,110,2 years ago
Is LPU best for MBA specialization? Which specializations do they offer?,1000,2 years ago
How is Lovely Professional University for a BCA. Is it worth doing a BCA. In LPU or should I try for another one?,41,2 years ago
How can I take admission in LPU? Is admission based on JEE exam?,35,2 years ago
"What should I choose among JSS, Noida and LPU?",120,2 years ago
How is BFA animation in LPA?,110,2 years ago
Is it good to join LPU or any other private colleges like UPTU or SRM?,408,2 years ago
"Which institute is better for CSE among DIT, Dehradun and LPU?",30,2 years ago
Is game design in LPU good? What is the qualification for the course?,99,2 years ago
Is LPU good for MBA or I can look for better options than LPU? Is LPU good for MBA or I can look for better options than LPU?,39,2 years ago
Is B.Sc in biotechnology under applied medical courses offered in LPU?,205,2 years ago
"Which is a good college for automobile engineering among VIT, SRM, LPU, JSS-Noida and UPES?",37,2 years ago
Is LPU a good college for engineering?,20,2 years ago
Can I do integrated B.Ed and M.Ed from distance.,442,2 years ago
What is the placement record for CSE?,62,2 years ago
"Which is the best university to pursue B.Tech ECE among SRM, LPU, PES and BML?",492,2 years ago
"Which college is good among Lpu,LNMIIT,NIIT university,Bennett university for b tech. In cse",1100,2 years ago
Can I get admission in LPU for fashion design? I have 63% in 12th.,49,2 years ago
Is there good placement in CSE branch at LPU?,43,2 years ago
