question,views,posted
How beneficial is M.Sc. (Clinical Embryology) programme & what is the admission eligibility Criteria in LPU?,22,a year ago
Can we change from CSE to CSE hons after the 1st year in LPU?,32,a year ago
Can I know what are the career prospects after pursuing LLB From LPU?,32,a year ago
"Can I get admission, if I do not clear NEST exam?",319,a year ago
"What should I choose, CSE from LPU or CSE at JIET Jodhpur?",33,a year ago
Will I be eligible to pursue BBA from LPU if I have less than 40% in class 12th?,59,a year ago
How are Mechanical labs at LPU. What are the latest equipments in the labs.,298,a year ago
Is it a good choice to pursue BBA in IT from LPU? How is its placement assistance?,195,a year ago
How about Placements at LPU for the recent pass-out batch?,188,a year ago
"Can I know which is a better choice, a BE from Bhilai Institute of Technology, Durg or a B.Tech from Lovely Professional University, Punjab?",40,a year ago
How is LPU for pursuing CSE? Can I get on-campus placement in LPU?,368,a year ago
Where can I find previous year's question papers of LPU?,31,a year ago
Is LPU against government guidelines that are passed in favor of reopening of universities/institutes?,65,a year ago
Is internship provided in LPU for BBA (Hons. ). During the course period?,29,a year ago
Is LPU capable enough to give practical exposure while pursuing B.A. Journalism there?,61,a year ago
"Which is the best college to pursue B.Tech in CSE, LPU, SRM or CGC?",88,a year ago
For B.Tech in agricultural engineering LPU is a better option or PAU (Punjab agricultural university) in terms of placements?,94,a year ago
"I want to know which college should I take in terms of ROI, VIT Vellore CSE at 190000 per semester or LPU CSE is at 120000 per semester.",32,a year ago
I have 64 marks in JEE and 85% in class 12 by CBSE board. Can I take admission in any eeingeniering colleges for CSE.,44,a year ago
How's Ph.D. food technology at lovely professional University?,25,a year ago
Should I do an MBA in supply chain management from LPU?,303,a year ago
I want to know about Masters in fashion designing in lpu and all about placement after M.Sc. Fashion designing from lpu.,22,a year ago
Is Lovely Professional University (LPU) a good choice for hotel management?,636,a year ago
Is it a good choice to pursue B.Tech from LPU?,566,a year ago
What is the last date to apply for B.Sc in forensic science?,577,a year ago
How much minimum placement I can except after completing MBA from LPU?,567,a year ago
Are lateral entries supported in LPU?,219,a year ago
"Can I know which is better for a B.Tech in CSE, Jamia Millia or LPU?",35,a year ago
Can I prepare the questions of NIFT exam for the entrance of LPUNEST for fashion design? Is it beneficial?,229,a year ago
How is the atmosphere in LPU?,313,a year ago
Can I know if the Lovely Professional University is a good college for Civil Engineering?,25,a year ago
Does LPU offer any Part time Ph.D?,169,a year ago
Which college is better among DTU and LPU-Punjab for B.Tech lateral entry?,341,a year ago
I am a final year student of Diploma in mechanical & want to join LPU after it. Does LPU offers admission through lateral entry?,234,a year ago
How does LPU researchers cloud based web interface help to detect covid 19?,10,a year ago
Which college is better for placement R.V College of Engineering or LPU? I got 3592 in LPU-NEST 2018.,560,a year ago
What is the total expense including food and living for doing B.A. honors in English at LPU?,97,a year ago
Can I know are there jobs after completing a BBA at LPU?,38,a year ago
"Can I know from the start, how do we have to pay the fees in LPU?",34,a year ago
How does LPU manage their e waste in their campus?,77,a year ago
"I want to know if I should join LPU with 95%ile in Mains (I cannot join LNMIIT bcoz of fees), I have the option in MMMUT (IT) open too.",12,a year ago
Tell me about the B.Sc. Statistics programme of LPU.,9,a year ago
What is the placement record for CSE in LPU?,209,a year ago
What is the scope of B.Pharma in LPU?,415,a year ago
What is the cut-off for each branch in Lovely Professional University (LPU)?,12,a year ago
What if I score zero in mid term exams in LPU?,153,a year ago
Which is better for B.Tech computer Science Chitkara University or Chandigarh University?,63,a year ago
How are the studies & placements at LPU if CSE is pursued?,390,a year ago
Which university is better among SOA Bhubaneswar and LPU Punjab?,106,a year ago
Can I know how many hours of classes per day are conducted for an M.Tech in Computer Science and Engineering at LPU?,443,a year ago
Is it a good choice to pursue a B.Tech in biotechnology from LPU? How is its placement assistance?,11,a year ago
Am I eligible to get any scholarship offered by LPU?,262,a year ago
"Can I know, how are the placements and salary of an integrated MBA from Lovely Professional University?",16,a year ago
Can I take admission in LPU without NEET?,15,a year ago
Which one is best for computer science engineering: LPU or DIT?,607,a year ago
What are the job prospects for students who complete an MCA from LPU Jaipur? What is the average salary that MCA graduates get?,23,a year ago
"Can I know which one should I join, Symbiosis or LPU?",30,a year ago
How is the placement of BBA in LPU?,3500,a year ago
Can i migrate to LPU after my 1st year? I am in Srm university Haryana pursuing BBA+LLB?,183,a year ago
Which is the best university for CSE among Anna University - Chennai and LPU – Punjab?,660,a year ago
Can I know which is better: IIIT Sonepat or LPU?,35,a year ago
"Are there any colleges in Jalandhar, Punjab which provide graduation via correspondence?",201,a year ago
Can I know does a B.Tech in CSE with specialization in machine learning at Lovely Professional University also include the teaching of AI?,18,a year ago
How much salary can I get after b.sc agriculture from Lovely Professional University.,462,a year ago
What are the benefits we get by doing PG Diploma in counselling and guidance from LPU?,54,a year ago
Which is the best college for master degree in filmmaking (editing) aaft or lpu or Mumbai University.,141,a year ago
Which one is better HDD or SSD laptop for CSE in LPU? And is graphics is necessary for CSE?,130,a year ago
Can I know if Lovely Professional University is good for M.Des courses in product design?,27,a year ago
Is himalayan university bsc graduation certificate eligible for mba in lpu?,108,a year ago
"Can I know which college should I prefer for CSE, LPU or JSS Noida?",29,a year ago
"Which institute is better for B.Tech biotech in terms of placement: SRM, LPU or Manipal Institute of Technology?",684,a year ago
What is the last date to apply for B.Sc. In forensic Science?,41,a year ago
I have 60.1% in 12th. How are the placements at LPU?,46,a year ago
What is the affiliation of LPU with Anna University?,19,a year ago
I have heard that EEE of LPU is not good. Most of the teachers are inexperienced. Is that true?,39,a year ago
Is B.Sc (hons. ) in Chemistry good for a biology student in LPU?,15,a year ago
Which is better among SRM and LPU in all means?,873,a year ago
"Which university is better among LPU, Chitkara, VIT, SRM, Amritha, DU, Amity, Pilani, Thapar and GNDU?",22,a year ago
Should I change my programme from CSE to a BBA in LPU?,28,a year ago
I want to know about the latest cutoff information for B.Sc. (Hons.) in Agriculture at LPU.,23,a year ago
What is the LPU international school?,15,a year ago
"I want to know what should I choose, a seat in LPU CSE honors, or a CSE donation seat in SRM.",16,a year ago
"Can I know how is a BBA LLB at LPU ranked in terms of quality of teaching, campus placements in comparison to other private law colleges?",27,a year ago
"What is the average salary for engineers in LPU, Jaipur and Kotak? Which branch of engineering has the highest average salary?",12,a year ago
Is LPU good for B.Sc. Economics?,14,a year ago
Why does not LPU allow iron in the hostel?,46,a year ago
Is Lovely Professional University good for CSE branch?,364,a year ago
"Which should I choose, MAIT vs LPU?",175,a year ago
Which college is better among LPU and MMM?,28,a year ago
"Which is a better university among Amity, Lucknow and lPU?",960,a year ago
Is it a right decision to choose Guru Nanak Dev Engineering College for CSE or should I choose LPU or Chitkara over it?,642,a year ago
Why does LPU give such huge scholarships?,18,a year ago
"Which is the best college to pursue B.Tech, TIT-Bhopal, LPU-Jalandhar, BBD-Lucknow or SRMU-Lucknow?",514,a year ago
In SRM Lucknow university or LPU which is the best for B.Sc. It?,96,a year ago
What is the dress code of an MBA student at LPU?,167,a year ago
What is the comparison of Lovely University and kidney University in terms of fees and classmate comparison?,27,a year ago
"Which college is better between LPU and IET, Lucknow?",204,a year ago
"Which university is better among LPU, Amrita and SRM for the branches like ECE and EE (electronics engineering)?",396,a year ago
"Which is the best college to pursue B.Tech, IET-Lucknow, or LPU?",261,a year ago
Which is a better option among BBA and B.Com to pursue MBA in future in terms of placements?,25,a year ago
Which among them is better between DIT University and LPU University?,35,a year ago
How are the MBA placements and does LPU has abroad tie-up in which MBA students can get international exposure for a semester?,283,a year ago
Which college is better to pursue BBA: Lovely Professional University or Graphic Era University?,2000,a year ago
Which university is best for doing Masters in Design - Sharda or LPU?,27,a year ago
Is it good to pursue MBA after B.Tech with CSE? What is the career scope and placement scenario?,14,a year ago
I have passed 10th and want to do 2 year agriculture diploma+4 year b.sc agri hons from Lovely Professional University.Is it good idea.,133,a year ago
Can I know after how much time will I get my degree from LPU?,44,a year ago
Does LPU offer direct admission for B.Tech? How do I apply for the same in 2022?,11,a year ago
I am interested to pursue MBA? Should I pursue MBA from LPU or VIT?,37,a year ago
How are placements in LPU to pursue MBA? What is the dress code? Is HR better or marketing or any other?,287,a year ago
Is it true that an LPU M.Sc. Agriculture student got a scholarship of 1 crore to pursue PhD?,23,a year ago
Which college offers direct admission for B.A. LLB?,32,a year ago
"Can you suggest the best universities having low fee structure? Which one is better among LPU, IGNOU and Symbiosis?",230,a year ago
Can I know about Lovely Professional University?,151,a year ago
What are the career options after completing an M.Sc. In film and TV production from Lovely Professional University?,21,a year ago
In which college the aerospace engineering labs are best: Hindustan University or LPU?,233,a year ago
I read reviews on LPU for MBA for half an hour and literally found nothing negative about LPU. Is it really so good?,29,a year ago
"Which are the colleges in Chandigarh similar to JECRC, SKIT and LPU?",6,a year ago
To which university tier does Chandigarh University and LPU belong to? What is their rank in India?,6600,a year ago
How to apply online for Transcripts at Lovely Professional University for WES evaluation? Please provide the link for it.,128,a year ago
How is the placement at LPU after doing MBA? What is their eligibility criteria?,447,a year ago
"Is LPU best for aerospace engineering? If not, can you suggest some good university? I don't want to drop 1 year for JEE preparation.",266,a year ago
"Which private university has good placements amongst Chiitkara, LPU, and Chandigarh University in automobile engineering?",150,a year ago
"Which institute is better for B.Sc agriculture amongst Amity, JCERC, LPU and Jaipur National University?",501,a year ago
I'm confused about taking admission in Computer Science Engg. Which uni should I go for as per  NIRF Rankings? Chandigarh University or LPU,9,a year ago
"Can anyone tell me if LPU accepts transferred students in B.Sc. Agriculture 2nd year? And if yes, then the procedure?",17,a year ago
What is the rank of LPU in India among other universities?,364,a year ago
Is LPU good for B.Tech CSE? I couldn't qualify for JEE Mains.,478,a year ago
The highest Package offered to B.Tech CSE at LPU.,517,a year ago
I am confused about private colleges for CSE. Should I join LPU or amity or Chandigarh university.. or any college from my state(MP)?,100,a year ago
How can we apply for B.Com in LPU-NEST?,282,a year ago
Is it worth to pursue MBA from LPU? What is the placement record for MBA?,1200,a year ago
Is it a good choice to pursue B.Tech in IT from LPU?,294,a year ago
Which college is best among Lovely Professional University and Chandigarh University?,143,a year ago
What is the procedure to pursue hotel management from Lovely Professional University?,151,a year ago
How about MBA in tourism and hospitality? What are the chances of placement? What is the percentile needed?,531,a year ago
Which is better among KIET and LPU for B.Tech?,530,a year ago
Which is better CSE at Lovely or Chitkara or Chandigarh University or Chandigarh group of colleges?,93,a year ago
Which college is better for B.Tech in CSE: Sharda University or Lovely Professional University?,270,a year ago
"What is the highest package of M.Pharmacy in LPU, Punjab and how many companies visit?",83,a year ago
How to get admission in BA in journalism course in LPU?,261,a year ago
Is LPU better university for MBA mainly in terms of placement? Please help me out.,204,a year ago
Is my decision right of taking admission in LPU for B.Tech CSE? I got 80% in 12th CBSE board.,480,a year ago
"Which university stands higher on NIRF Ranking List in Engineering, CU or LPU?",78,a year ago
"I haven't studied English in my class 12th, Can I get admission in BBA at LPU?",425,a year ago
Can I get admission in lpu for bpt without lpunest,156,a year ago
How is the staff and faculty in LPU for B.Tech CSE?,296,a year ago
What NIRF Ranking is achieved by Chandigarh University and LPU? Which one is better for Engineering?,90,a year ago
Is it a good choice to pursue B.Tech in CSE from LPU? How is its placement assistance?,184,a year ago
Which University is best for b.tech in cse Chandigarh University or Lovely professional University,85,a year ago
Which university is better for B.Com LLB integrated: Lovely Professional University or Chandigarh University?,835,a year ago
How is LPU for BBA. I want to know about placements?,502,a year ago
How are the placements of B.Tech in Mechanical Engineering from LPU?,1300,a year ago
Can do llb after degree(mh.law) in your  university,119,a year ago
What is the minimum salary package may I get if I pursue BHM + MBA from LPU?,163,a year ago
"Which University is best for pursuing hotel management course, LPU or Chandigarh University?",887,a year ago
What NIRF Ranking is achieved by Chandigarh University and LPU? Which one is better for Management?,62,a year ago
What is the fee structure of B.Tech in LPU?,527,a year ago
Which is better LPU CSE or RVCE any branch?,109,a year ago
Is it good to pursue BCA from Lovely Professional University?,272,a year ago
How is the placement for an MBA in finance at LPU?,84,a year ago
Why LPU is so famous in Punjab?,237,a year ago
What placement packages can I get from LPU after completing MCA?,516,a year ago
Can I still get admission in LPU to pursue B.Tech?,162,a year ago
What opportunities will I have by completing aerospace engineering  in lpu,205,a year ago
Should I opt for B.Tech in CSE in LPU or appear for JEE Mains again next year?,304,a year ago
Is LPU offering Sports Scholarship?,382,a year ago
"Which college is better DTU or LPU, Punjab for B.Tech lateral entry?",744,a year ago
Is LPU a good university for CSE? Can I know about its hostel facility?,222,a year ago
How do I get direct admission in LPU College for the CSE branch?,322,a year ago
Is it worth to join LPU? How is it in terms of placement? Does this college has no ranking in NIRF?,331,a year ago
Does LPU offer any journalism or media related course?,118,a year ago
How to get education loan to take admission in your college as I cannot afford to pay the big amount? Please tell me about loan.,198,a year ago
Is LPU good for civil engineering? How are the placements of the same in LPU?,263,a year ago
How good are the placements of LPU for 2020?,109,a year ago
Which college is good for a B.Pharma LPU or SRM?,817,a year ago
"Which institute is better for pursuing BBA: LPU, CU, Chitkara University or Symbiosis?",1200,a year ago
How much percentage is required in 12th for admission in LPU?,126,a year ago
Which course can I pursue from LPU after completing B.Com (Hons) in accountancy?,149,a year ago
How is LPU in terms of academics?,116,a year ago
Which is best college for aerospace engineering except IIT and iist.,99,a year ago
"Which is the best college for CSE among LPU, MIT-Pune, BVP-Pune and DY Patil?",456,a year ago
Can you share faculty details for LPU? Are they well qualified and Experienced?,94,a year ago
Which is the best campus among VIT and LPU in all aspects? Please elaborate.,244,a year ago
"please help me... Which college is best LPU, PEC, CU for b.tech in ME n CSE.... N why...?",666,a year ago
What are the Career prospect after pursuing LL. M from LPU? Also please specify Academic quality.,41,a year ago
"I need some help with admissions in LPU University, Punjab.",72,a year ago
Do LPU have approval from PCI?,297,a year ago
Can I get good salary package after completing my B.Tech from LPU?,195,a year ago
"Which university is better among VIT, LPU and SRM?",168,a year ago
What are the scholarship options does lpu provide?,562,a year ago
Which is the best college for MBA among LPU and Galgotias?,362,a year ago
What is the qualification of the LPU faculty?,198,a year ago
"Which is the best college to pursue CSE: Galgotias College, LPU, Chandigarh University, G L Bajaj or Sharda University?",83,a year ago
Is Hyderabad GRIET better than LPU?,360,a year ago
"Which college is best to pursue B.Tech CSE amongst JKLU, JECRC and LPU?",91,a year ago
How is LPU in terms of academics?,98,a year ago
"All universities claim to have the best placements, infrastructure, faculty members and lab. What so special about LPU?",38,a year ago
What is the placement scenario for biotechnology course at LPU?,316,a year ago
Which college is good among IMED and LPU? Which one is better in terms of placement and internship?,191,a year ago
What are the placement opportunities for MBA from LPU?,339,a year ago
How is the residential facility of LPU?,425,a year ago
Does LPU offer any scholarship to orphan students?,134,a year ago
How are the placements in LPU for Civil Engineering dept. ?,477,a year ago
"IS LPU, CU or VIT good for mechanical engineering?",149,a year ago
What is the placement scenario of B.Tech. CSE in LPU?,495,a year ago
How good is LPU indoor stadium?,78,a year ago
Is civil engineering good at LPU?,120,a year ago
Is Lovely Professional University (LPU) a good choice for B.Sc. Hons agriculture?,110,a year ago
Is it good to take mechanical engineering in lpu?,480,a year ago
Does LPU offer any Film and TV production related courses?,126,a year ago
For aerospace engineering which is best LPU or Hindustan University? Anyone explain with reason? Please.,215,a year ago
Which university is better in terms of placement LPU or Chandigarh University?,239,a year ago
Is B.A. Passed student can apply for MBA marketing from LPU?,64,a year ago
How can I take admission in LPU for a B.Pharma?,275,a year ago
Why LPU is the best University?,375,a year ago
How is Lovely Professional University for an external or part-time PhD?,133,a year ago
Can we get a scholarship in the LPU on the basis of our percentage in the board exam?,364,a year ago
"Which University is having best infrastructure amongst Amity University, LPU, Banasthali University or CT University?",413,a year ago
"Which institute is good for B.Tech CSE. BITS, VIT or LPU?",105,a year ago
What is the fee structure of MBA in LPU?,73,a year ago
Is LPU Jalandhar good for mechanical engineering?,99,a year ago
What makes LPU as the best University?,112,a year ago
Shall I take admission for B.Tech mechanical engineering in BML Munjal University or in LPU for CSE?,194,a year ago
What is the minimum package that an MBA student can get at the LPU?,99,a year ago
"I am more inclined towards pursuing Hotel management courses after 12th, Please share the details of the programmes offered in LPU?",161,a year ago
How are the faculty members in LPU?,453,a year ago
Which college is good among TIT-Bhopal and LPU-Jalandhar?,278,a year ago
How is the mess food facility in LPU?,151,a year ago
Why Lovely Professional University is considered as best private University?,288,a year ago
"Which is best for CSE: NIIT, Rajasthan or LPU, Jalandhar?",229,a year ago
Is the entrance exam compulsory for a BBA in LPU?,200,a year ago
Is LPU best for CSE?,223,a year ago
Is it worth to pursue Ph.D. from LPU?,76,a year ago
How can I apply for Admissions in LPU?,54,a year ago
What are the great things about atmosphere of LPU campus?,376,a year ago
"For an MBA, which is better: UIAMS or LPU?",369,a year ago
Is LPU a best university to pursue hotel management?,353,a year ago
LPU is better or CU is better as university?,214,a year ago
What about ECE in LPU? What about the placements for lateral entries?,74,a year ago
Which is better: Amity Noida vs LPU on the basis of global ranking?,389,a year ago
Can a non-maths commerce student get admission in LPU for BBA?,840,a year ago
How is Integrated Law Programs - BBA - LL.B (Hons. ) in LPU in terms of Academics & Placement?,51,a year ago
Does LPU provide any placement to B.A LL.B graduates?,296,a year ago
Is LPU good for B.Sc forensic science?,297,a year ago
"One important question. Please tell which college is better for pursue B.Tech from CSE L.P.U, Jalandhar or JECRC, Jaipur ? Thanks in advance",71,a year ago
"Which are the best colleges among LPU, BITS, VIT, NITs, or IITs?",26,a year ago
What about the placements in LPU after MBA? What about the salary package?,39,a year ago
Is Ph.D. available in LPU?,286,a year ago
How is CU's placement for Civil engineering? Better than LPU?,184,a year ago
The highest Package offered to B.Tech CSE at LPU.,93,a year ago
How is B.Arch at LPU?,107,a year ago
Is Lovely Professional University good for a B.Tech?,113,a year ago
Which college is good for pursuing B.Tech CSE Galgotias University or LPU?,410,a year ago
Which companies visit LPU campus for placements of MBA?,67,a year ago
What is the rank of LPU in India among other universities?,97,a year ago
"LPU is offering MBA in different specialisation, which one should I opt?",47,a year ago
"Which university should I choose for automobile engineering, UPES or LPU?",105,a year ago
What are companies that visit at LPU for Civil Engineering?,332,a year ago
What are international tie ups is LPU having with Canada?,127,a year ago
"Can I know which university is good for CSE, LPU or UPES Dehradun?",45,a year ago
What are the placements in law programmes?,53,a year ago
Are faculty members of LPU really good?,201,a year ago
What are the international tie-ups is LPU having with Australia?,106,a year ago
Is LPU better than INIFD for fashion design or not?,200,a year ago
"Which is a better college to pursue CSE, MIT-Pune or LPU?",354,a year ago
Which is a better university Amity or LPU?,195,a year ago
Why one should opt for LPU over Amity University?,403,a year ago
"Which is a better college to pursue CSE, KIIT or LPU?",142,a year ago
"I need some help with admissions in LPU University, Punjab.",58,a year ago
Which college is better to pursue B.Arch among LPU and Amity University?,317,a year ago
What's the average salary of lpu  in bhm,286,a year ago
Which college should I join among LPU and CV Raman College of Engineering?,339,a year ago
Lpu or Amity university which one is the right choice for civil?,458,a year ago
Which one is good among LPU and Sharda University?,153,a year ago
Which is the best private college for product design course in Delhi NCR?,214,a year ago
Do I choose Thapar Institute over amity university or lpu? As I got to know from my friend that thapar institute is one of the best private!,33,a year ago
"Which is a better college to pursue BBA, Prestige-Indore or LPU? Can I pursue MBA abroad after completing BBA from the same?",193,a year ago
"LPU or AMITY, which one is better to pursue BCA-MCA dual degree programme?",512,a year ago
"For MBA I have two options LPU and Amity, which one should I opt?",272,a year ago
How are the Residential facilities available at LPU?,408,a year ago
Is LPU good for an LL.B. In terms of placements?,20,a year ago
Is LPU good for B.Sc. (Hons) Agriculture?,85,a year ago
Which one is the better option - SRM or LPU for CSE course and for placement opportunities?,32,a year ago
Can I get a direct admission in LPU with second division marks in 12th class?,23,a year ago
How are faculty at LPU?,398,a year ago
Is there any other campus of LPU available?,66,a year ago
Is it worth to join LPU? How is it in terms of placement? Does this college has no ranking in NIRF?,258,a year ago
"Want to stay in Punjab, looking for B.Tech CSE. Chitkara or LPU? Which university is good?",246,a year ago
Can a student get a scholarship in LPU if he scores more than 8 CGPA in an academic year?,264,a year ago
"Which university is better in terms of placement in UID-Industrial design, LPU, amity, chitkara or Chandigarh University?",633,a year ago
Which are the various categories on which LPU offer scholarship?,395,a year ago
"Which University has the better faculty for computer applications LPU, SRM or VIT?",55,a year ago
"Why should I consider LPU for ECE? My Good JEE Mains score may get me into some NIT, is there any advantage that LPU has over NITs?",64,a year ago
Is LPU a good college for a B.Tech CSE?,114,a year ago
Which is a better university among Amity or LPU?,152,a year ago
For integrated B.Sc+B.Ed which university is preferred LPU or Chandigarh University?,1100,a year ago
"Can I know how is LPU, and its placements?",31,a year ago
Are there drug addicts in Lovely Professional University's hostel?,247,a year ago
"Which is a better university to pursue BCA, Chandigarh University or LPU?",436,a year ago
Can I know how is B.Tech CSE at LPU unbiased review?,33,a year ago
Which is better among Bharath University and LPU?,766,a year ago
Can anyone list the number of accreditation LPU owns?,209,a year ago
"Which university should I choose for Automobile Engineering UPES, LPU, DIT, VIT or Amity?",52,a year ago
What is credit transfer option at LPU for study abroad programs?,891,a year ago
In LPU examination fees are including with admission fee or not?,21,a year ago
"Which college is best for B.Tech CSE. Lovely professional university, Punjab or JSS Noida.",75,a year ago
Does LPU provide good placements for mechanical engineering?,35,a year ago
"Which one is better, UPES or LPU for law?",100,a year ago
"Which is the best college among LPU, Punjab and KLU, AP as both of them are having approximately same rating?",385,a year ago
What are your reviews about LPU?,130,a year ago
How about Labs and opportunities at LPU for B.Tech CSE?,31,2 years ago
Is Lovely Professional University good for B.Tech in terms of placement and salary?,50,a year ago
What is the last date to apply for MBA in Lovely Professional University?,40,a year ago
"Which college is better, LPU or NDIM?",37,a year ago
"Which is better among LPU and Manipal, Jaipur (I am getting a scholarship in LPU)?",34,a year ago
Which is better in terms of placement & education LPU or CU or SHARDA UNIVERSITY or GL BAJAJ or GALGOTIAS?,271,a year ago
What is the fee structure of B.Com (Hons) in LPU?,415,a year ago
Is LPU good for civil engineering in terms of placements?,201,a year ago
Is LPU a better option than any UPTU college with respect to placements and preparing students for it?,135,a year ago
How were the placements for M.Sc food technology in LPU in 2021? What  was the highest package and how many students got placed?,103,a year ago
What is the difference between Apartment and hostel in LPU? Is Apartment better than hostel rooms in LPU?,1700,a year ago
Which university has high ranking between LPU and Amity University as per global ranking?,39,a year ago
Which college is better for B.Tech in CSE among LPU and Poornima University?,111,a year ago
"Which is better, MIT Pune or LPU?",17,a year ago
